wall_u_value_w_m2k,habitat_surface_area_m2,plug_load_kw_per_person,water_recycler_kw,moxie_o2_kw,comms_kw,medical_lab_kw,metabolic_heat_w_per_person,lighting_kw_per_person,mars_target_interior_temp_k
0.15,500,1.2,1.8,0.3,0.5,2.0,120,0.05,293
